Ceremony Year	Film	Award	Director	Director Birth Year
2016	Mad Max: Fury Road	Academy Award for Best Makeup and Hairstyling	George Miller	1945
2016	Mad Max: Fury Road	Academy Award for Best Production Design	George Miller	1945
2016	Mad Max: Fury Road	Academy Award for Best Sound	George Miller	1945
2016	Mad Max: Fury Road	Academy Award for Best Sound Editing	George Miller	1945
2016	Margaret Sixel	Academy Award for Best Film Editing		
2016	Mark A. Mangini	Academy Award for Best Sound Editing		
2016	Mark Ardington	Academy Award for Best Visual Effects		
2016	Mark Rylance	Academy Award for Best Supporting Actor		
2016	Martin Meunier	Scientific and Engineering Award		
2016	Michael Sugar	Academy Award for Best Picture		
2016	Nicole Rocklin	Academy Award for Best Picture		
2016	Pato Escala Pierart	Academy Award for Best Animated Short Film		
2016	Paul Norris	Academy Award for Best Visual Effects		
2016	Pete Docter	Academy Award for Best Animated Feature		
2016	Rahul Thakkar	Academy Award for Technical Achievement		
2016	Room	Academy Award for Best Actress	Lenny Abrahamson	1966
2016	Sam Smith	Academy Award for Best Original Song		
2016	Sara Bennett	Academy Award for Best Visual Effects		
2016	Serena Armitage	Academy Award for Best Live Action Short Film		
2016	Sharmeen Obaid-Chinoy	Academy Award for Best Documentary (Short Subject)		
2016	Son of Saul	Academy Award for Best International Feature Film	László Nemes	1977
2016	Spotlight	Academy Award for Best Picture	Tom McCarthy	1966
2016	Spotlight	Academy Award for Best Writing, Original Screenplay	Tom McCarthy	1966
2016	Steve Golin	Academy Award for Best Picture		
2016	Stutterer	Academy Award for Best Live Action Short Film	Benjamin Cleary	2000
2016	The Big Short	Academy Award for Best Writing, Adapted Screenplay	Adam McKay	1968
2016	The Danish Girl	Academy Award for Best Supporting Actress	Tom Hooper	1972
2016	The Hateful Eight	Academy Award for Best Original Score	Quentin Tarantino	1963
2016	The Revenant	Academy Award for Best Actor	Alejandro González Iñárritu	1963
2016	The Revenant	Academy Award for Best Cinematography	Alejandro González Iñárritu	1963
2016	The Revenant	Academy Award for Best Director	Alejandro González Iñárritu	1963
2016	The White Helmets	Academy Award for Best Documentary (Short Subject)	Orlando von Einsiedel	1980
2016	Tom McCarthy	Academy Award for Best Writing, Original Screenplay		
2016	Writing's on the Wall	Academy Award for Best Original Song		
2017	Adam Valdez	Academy Award for Best Visual Effects		
2017	Adele Romanski	Academy Award for Best Picture		
2017	Agnès Varda	Academy Honorary Award		
2017	Alan Barillaro	Academy Award for Best Animated Short Film		
2017	Alessandro Bertolazzi	Academy Award for Best Makeup and Hairstyling		
2017	Andrew R. Jones	Academy Award for Best Visual Effects		
2017	Andy Wright	Academy Award for Best Sound		
2017	Anna Udvardy	Academy Award for Best Live Action Short Film		
2017	Anne V. Coates	Academy Honorary Award		
2017	Arrival	Academy Award for Best Sound Editing	Denis Villeneuve	1967
2017	Barry Jenkins	Academy Award for Best Writing, Adapted Screenplay		
2017	Benj Pasek	Academy Award for Best Original Song		
2017	Byron Howard	Academy Award for Best Animated Feature		
2017	Caroline Waterlow	Academy Award for Best Documentary Feature Film		
2017	Casey Affleck	Academy Award for Best Actor		
2017	Christopher Nelson	Academy Award for Best Makeup and Hairstyling		
2017	City of Stars	Academy Award for Best Original Song		
2017	Clark Spencer	Academy Award for Best Animated Feature		
2017	Colleen Atwood	Academy Award for Best Costume Design		
2017	Damien Chazelle	Academy Award for Best Director		
2017	Dan Lemmon	Academy Award for Best Visual Effects		
2017	Dede Gardner	Academy Award for Best Picture		
2017	Donald Sutherland	Academy Honorary Award		
2017	Emma Stone	Academy Award for Best Actress		
2017	Ezra Edelman	Academy Award for Best Documentary Feature Film		
2017	Fantastic Beasts and Where to Find Them	Academy Award for Best Costume Design	David Yates	1963
2017	Fences	Academy Award for Best Supporting Actress	Q42101	1954
2017	Frederick Wiseman	Academy Honorary Award		
2017	Giorgio Gregorini	Academy Award for Best Makeup and Hairstyling		
2017	Hacksaw Ridge	Academy Award for Best Film Editing	Mel Gibson	1956
2017	Hacksaw Ridge	Academy Award for Best Sound	Mel Gibson	1956
2017	Jeremy Kleiner	Academy Award for Best Picture		
2017	John Gilbert	Academy Award for Best Film Editing		
2017	Justin Hurwitz	Academy Award for Best Original Score		
2017	Justin Paul	Academy Award for Best Original Song		
2017	Kenneth Lonergan	Academy Award for Best Writing, Original Screenplay		
2017	Kevin O'Connell	Academy Award for Best Sound		
2017	Kristóf Deák	Academy Award for Best Live Action Short Film		
2017	Linus Sandgren	Academy Award for Best Cinematography		
2017	Lynn Stalmaster	Academy Honorary Award		
2017	Mahershala Ali	Academy Award for Best Supporting Actor		
2017	Manchester by the Sea	Academy Award for Best Actor	Kenneth Lonergan	1962
2017	Manchester by the Sea	Academy Award for Best Writing, Original Screenplay	Kenneth Lonergan	1962
2017	Marc Sondheimer	Academy Award for Best Animated Short Film		
2017	Moonlight	Academy Award for Best Picture	Barry Jenkins	1979
2017	Moonlight	Academy Award for Best Supporting Actor	Barry Jenkins	1979
2017	Moonlight	Academy Award for Best Writing, Adapted Screenplay	Barry Jenkins	1979
2017	O.J.: Made in America	Academy Award for Best Documentary Feature Film	Ezra Edelman	1974
2017	Orlando von Einsiedel	Academy Award for Best Documentary (Short Subject)		
2017	Peter Grace	Academy Award for Best Sound		
2017	Piper	Academy Award for Best Animated Short Film	Alan Barillaro	1977
2017	Q20856802	Academy Award for Best Actress	Damien Chazelle	1985
2017	Q20856802	Academy Award for Best Cinematography	Damien Chazelle	1985
2017	Q20856802	Academy Award for Best Director	Damien Chazelle	1985
2017	Q20856802	Academy Award for Best Original Score	Damien Chazelle	1985
2017	Q20856802	Academy Award for Best Original Song	Damien Chazelle	1985
2017	Q20856802	Academy Award for Best Production Design	Damien Chazelle	1985
2017	Rich Moore	Academy Award for Best Animated Feature		
2017	Robert Legato	Academy Award for Best Visual Effects		
2017	Robert Mackenzie	Academy Award for Best Sound		
2017	Sandy Reynolds-Wasco	Academy Award for Best Production Design		
2017	Sing	Academy Award for Best Live Action Short Film	Kristóf Deák	1982
2017	Suicide Squad	Academy Award for Best Makeup and Hairstyling	David Ayer	1968
2017	Sylvain Bellemare	Academy Award for Best Sound Editing		
2017	Tarell Alvin McCraney	Academy Award for Best Writing, Adapted Screenplay		
2017	The Jungle Book	Academy Award for Best Visual Effects	Jon Favreau	1966
2017	The Jungle Book	Academy Award for Best Visual Effects	Jacobo Calderón	1974
2017	The Jungle Book	Academy Award for Best Visual Effects	Juan Logar Jr.	
2017	The Salesman	Academy Award for Best International Feature Film	Asghar Farhadi	1972
2017	The White Helmets	Academy Award for Best Documentary (Short Subject)	Orlando von Einsiedel	1980
2017	Viola Davis	Academy Award for Best Supporting Actress		
2017	Zootopia	Academy Award for Best Animated Feature	Byron Howard	1968
2017	Zootopia	Academy Award for Best Animated Feature	Rich Moore	1963
2017	Zootopia	Academy Award for Best Animated Feature	Jared Bush	1974
2018	A Fantastic Woman	Academy Award for Best International Feature Film	Sebastián Lelio	1974
2018	Alejandro González Iñárritu	Special Achievement Academy Award		
2018	Alex Gibson	Academy Award for Best Sound Editing		
2018	Alexandre Desplat	Academy Award for Best Original Score		
2018	Allison Janney	Academy Award for Best Supporting Actress		
2018	Bill Spitzak	Scientific and Engineering Award		
2018	Blade Runner 2049	Academy Award for Best Cinematography	Denis Villeneuve	1967
2018	Blade Runner 2049	Academy Award for Best Visual Effects	Denis Villeneuve	1967
2018	Bryan Fogel	Academy Award for Best Documentary Feature Film		
2018	Call Me by Your Name	Academy Award for Best Writing, Adapted Screenplay	Luca Guadagnino	1971
2018	Charles Burnett	Academy Honorary Award		
2018	Chris Overton	Academy Award for Best Live Action Short Film		
2018	Coco	Academy Award for Best Animated Feature	Adrian Molina	1985
2018	Coco	Academy Award for Best Animated Feature	Lee Unkrich	1967
2018	Coco	Academy Award for Best Original Song	Adrian Molina	1985
2018	Coco	Academy Award for Best Original Song	Lee Unkrich	1967
2018	Dan Cogan	Academy Award for Best Documentary Feature Film		
2018	Darkest Hour	Academy Award for Best Actor	Joe Wright	1972
2018	Darkest Hour	Academy Award for Best Makeup and Hairstyling	Joe Wright	1972
2018	Darla K. Anderson	Academy Award for Best Animated Feature		
2018	David Malinowski	Academy Award for Best Makeup and Hairstyling		
2018	Dear Basketball	Academy Award for Best Animated Short Film	Glen Keane	1954
2018	Dunkirk	Academy Award for Best Film Editing	Christopher Nolan	1970
2018	Dunkirk	Academy Award for Best Sound	Christopher Nolan	1970
2018	Dunkirk	Academy Award for Best Sound Editing	Christopher Nolan	1970
2018	Flesh and Sand	Special Achievement Academy Award	Alejandro González Iñárritu	1963
2018	Frances McDormand	Academy Award for Best Actress		
2018	Frank Stiefel	Academy Award for Best Documentary (Short Subject)		
2018	Gary Oldman	Academy Award for Best Actor		
2018	Gary Rizzo	Academy Award for Best Sound		
2018	Gerd Nefzer	Academy Award for Best Visual Effects		
2018	Get Out	Academy Award for Best Writing, Original Screenplay	Jordan Peele	1979
2018	Glen Keane	Academy Award for Best Animated Short Film		
2018	Gregg Landaker	Academy Award for Best Sound		
2018	Guillermo del Toro	Academy Award for Best Director		
2018	Guillermo del Toro	Academy Award for Best Picture		
2018	Hans Rijpkema	Academy Award for Technical Achievement		
2018	Heaven Is a Traffic Jam on the 405	Academy Award for Best Documentary (Short Subject)	Frank Stiefel	1950
2018	I, Tonya	Academy Award for Best Supporting Actress	Craig Gillespie	1967
2018	Icarus	Academy Award for Best Documentary Feature Film	Bryan Fogel	2000
2018	James Ivory	Academy Award for Best Writing, Adapted Screenplay		
2018	Jason Smith	Academy Award for Technical Achievement		
2018	Jeff Melvin	Academy Award for Best Production Design		
2018	Jeff White	Academy Award for Technical Achievement		
2018	Joe Mancewicz	Academy Award for Technical Achievement		
2018	Jonathan Egstad	Scientific and Engineering Award		
2018	Jonathan Erland	Gordon E. Sawyer Award		
2018	Jordan Peele	Academy Award for Best Writing, Original Screenplay		
2018	Kazu Hiro	Academy Award for Best Makeup and Hairstyling		
2018	Kobe Bryant	Academy Award for Best Animated Short Film		
2018	Kristen Anderson-Lopez	Academy Award for Best Original Song		
2018	Lee Smith	Academy Award for Best Film Editing		
2018	Lee Unkrich	Academy Award for Best Animated Feature		
2018	Leonard T. Chapman	Scientific and Engineering Award		
2018	Lucy Sibbick	Academy Award for Best Makeup and Hairstyling		
2018	Mark Bridges	Academy Award for Best Costume Design		
2018	Mark Weingarten	Academy Award for Best Sound		
2018	Owen Roizman	Academy Honorary Award		
2018	Paul Denham Austerberry	Academy Award for Best Production Design		
2018	Paul Lambert	Academy Award for Best Visual Effects		
2018	Phantom Thread	Academy Award for Best Costume Design	Paul Thomas Anderson	1970
2018	Q131718648	Academy Award of Merit		
2018	Rachel Shenton	Academy Award for Best Live Action Short Film		
2018	Remember Me	Academy Award for Best Original Song		
2018	Richard King	Academy Award for Best Sound Editing		
2018	Richard R. Hoover	Academy Award for Best Visual Effects		
2018	Robert Lopez	Academy Award for Best Original Song		
2018	Roger Deakins	Academy Award for Best Cinematography		
2018	Sam Rockwell	Academy Award for Best Supporting Actor		
2018	Shane Vieau	Academy Award for Best Production Design		
2018	Skin	Academy Award for Best Live Action Short Film	Guy Nattiv	1973
2018	Tankiso Mamabolo	Academy Award for Best Production Design		
2018	The Shape of Water	Academy Award for Best Director	Guillermo del Toro	1964
2018	The Shape of Water	Academy Award for Best Original Score	Guillermo del Toro	1964
2018	The Shape of Water	Academy Award for Best Picture	Guillermo del Toro	1964
2018	The Shape of Water	Academy Award for Best Production Design	Guillermo del Toro	1964
2018	The Silent Child	Academy Award for Best Live Action Short Film	Chris Overton	1988
2018	Thomas Hahn	Academy Award for Technical Achievement		
2018	Three Billboards Outside Ebbing, Missouri	Academy Award for Best Actress	Martin McDonagh	1970
2018	Three Billboards Outside Ebbing, Missouri	Academy Award for Best Supporting Actor	Martin McDonagh	1970
2019	A Star Is Born	Academy Award for Best Original Song	Bradley Cooper	1975
2019	Alex Ma	Academy Award for Technical Achievement		
2019	Alfonso Cuarón	Academy Award for Best Cinematography		
2019	Alfonso Cuarón	Academy Award for Best Director		
2019	Andrew Wyatt	Academy Award for Best Original Song		
2019	Anthony Rossomando	Academy Award for Best Original Song		
2019	Bao	Academy Award for Best Animated Short Film	Domee Shi	1989
2019	Becky Neiman	Academy Award for Best Animated Short Film		
2019	Bernd Bickel	Academy Award for Technical Achievement		
2019	BlacKkKlansman	Academy Award for Best Writing, Adapted Screenplay	Spike Lee	1957
2019	Black Panther	Academy Award for Best Costume Design	Ryan Coogler	1986
2019	Black Panther	Academy Award for Best Original Score	Ryan Coogler	1986
2019	Black Panther	Academy Award for Best Production Design	Ryan Coogler	1986
2019	Bob Persichetti	Academy Award for Best Animated Feature		
2019	Bohemian Rhapsody	Academy Award for Best Actor	Bryan Singer	1965
2019	Bohemian Rhapsody	Academy Award for Best Film Editing	Bryan Singer	1965
2019	Bohemian Rhapsody	Academy Award for Best Sound	Bryan Singer	1965
2019	Bohemian Rhapsody	Academy Award for Best Sound Editing	Bryan Singer	1965
2019	Brian Currie	Academy Award for Best Picture		
2019	Brian Currie	Academy Award for Best Writing, Original Screenplay		
2019	Charles B. Wessler	Academy Award for Best Picture		
2019	Charlie Wachtel	Academy Award for Best Writing, Adapted Screenplay		
2019	Christopher Miller	Academy Award for Best Animated Feature		
2019	Cicely Tyson	Academy Honorary Award		
2019	Curtis Clark	John A. Bonner Medal of Commendation		
2019	David Rabinowitz	Academy Award for Best Writing, Adapted Screenplay		
2019	Domee Shi	Academy Award for Best Animated Short Film		
2019	Elizabeth Chai Vasarhelyi	Academy Award for Best Documentary Feature Film		
2019	Evan Hayes	Academy Award for Best Documentary Feature Film		
2019	First Man	Academy Award for Best Visual Effects	Damien Chazelle	1985
2019	Frank Marshall	Irving G. Thalberg Memorial Award		
2019	Free Solo	Academy Award for Best Documentary Feature Film	Elizabeth Chai Vasarhelyi	1979
2019	Free Solo	Academy Award for Best Documentary Feature Film	Jimmy Chin	1973
2019	Geena Davis	Jean Hersholt Humanitarian Award		
2019	Green Book	Academy Award for Best Picture	Peter Farrelly	1956
2019	Green Book	Academy Award for Best Supporting Actor	Peter Farrelly	1956
2019	Green Book	Academy Award for Best Writing, Original Screenplay	Peter Farrelly	1956
2019	Greg Cannom	Academy Award for Best Makeup and Hairstyling		
2019	Guy Nattiv	Academy Award for Best Live Action Short Film		
2019	Hannah Beachler	Academy Award for Best Production Design		
2019	Ian Hunter	Academy Award for Best Visual Effects		
2019	If Beale Street Could Talk	Academy Award for Best Supporting Actress	Barry Jenkins	1979
2019	Jaime Ray Newman	Academy Award for Best Live Action Short Film		
2019	Jay Hart	Academy Award for Best Production Design		
2019	Jim Burke	Academy Award for Best Picture		
2019	Jimmy Chin	Academy Award for Best Documentary Feature Film		
2019	John Casali	Academy Award for Best Sound		
2019	John Warhurst	Academy Award for Best Sound Editing		
2019	Kate Biscoe	Academy Award for Best Makeup and Hairstyling		
2019	Kathleen Kennedy	Irving G. Thalberg Memorial Award		
2019	Kevin Willmott	Academy Award for Best Writing, Adapted Screenplay		
2019	Lady Gaga	Academy Award for Best Original Song		
2019	Lalo Schifrin	Academy Honorary Award		
2019	Ludwig Göransson	Academy Award for Best Original Score		
2019	Mahershala Ali	Academy Award for Best Supporting Actor		
2019	Mark Ronson	Academy Award for Best Original Song		
2019	Markus Gross	Academy Award for Technical Achievement		
2019	Marvin Levy	Academy Honorary Award		
2019	Melissa Berton	Academy Award for Best Documentary (Short Subject)		
2019	Nick Vallelonga	Academy Award for Best Picture		
2019	Nick Vallelonga	Academy Award for Best Writing, Original Screenplay		
2019	Olivia Colman	Academy Award for Best Actress		
2019	Patricia Dehaney	Academy Award for Best Makeup and Hairstyling		
2019	Paul Debevec	Academy Award for Technical Achievement		
2019	Paul Lambert	Academy Award for Best Visual Effects		
2019	Paul Massey	Academy Award for Best Sound		
2019	Per-Anders Arvid Edwards	Academy Award for Technical Achievement		
2019	Period. End of Sentence.	Academy Award for Best Documentary (Short Subject)	Rayka Zehtabchi	1994
2019	Peter Farrelly	Academy Award for Best Picture		
2019	Peter Farrelly	Academy Award for Best Writing, Original Screenplay		
2019	Peter Ramsey	Academy Award for Best Animated Feature		
2019	Phil Lord	Academy Award for Best Animated Feature		
2019	Rami Malek	Academy Award for Best Actor		
2019	Rayka Zehtabchi	Academy Award for Best Documentary (Short Subject)		
2019	Regina King	Academy Award for Best Supporting Actress		
2019	Rodney Rothman	Academy Award for Best Animated Feature		
2019	Roma	Academy Award for Best Cinematography	Alfonso Cuarón	1961
2019	Roma	Academy Award for Best Director	Alfonso Cuarón	1961
2019	Roma	Academy Award for Best International Feature Film	Alfonso Cuarón	1961
2019	Ruth E. Carter	Academy Award for Best Costume Design		
2019	Shallow	Academy Award for Best Original Song		
2019	Shannon Dill	Academy Award for Best Documentary Feature Film		
2019	Skin	Academy Award for Best Live Action Short Film	Guy Nattiv	1973
2019	Spider-Man: Into the Spider-Verse	Academy Award for Best Animated Feature	Peter Ramsey	1962
2019	Spider-Man: Into the Spider-Verse	Academy Award for Best Animated Feature	Bob Persichetti	1973
2019	Spider-Man: Into the Spider-Verse	Academy Award for Best Animated Feature	Rodney Rothman	
2019	Spike Lee	Academy Award for Best Writing, Adapted Screenplay		
2019	Thabo Beeler	Academy Award for Technical Achievement		
2019	The Favourite	Academy Award for Best Actress	Yorgos Lanthimos	1973
2019	Tim Cavagin	Academy Award for Best Sound		
2019	Tim Hawkins	Academy Award for Technical Achievement		
2019	Vice	Academy Award for Best Makeup and Hairstyling	Adam McKay	1968
2019	Wes Studi	Academy Honorary Award		
2019	Xueming Yu	Academy Award for Technical Achievement		
2020	(I'm Gonna) Love Me Again	Academy Award for Best Original Song		
2020	1917	Academy Award for Best Cinematography	Sam Mendes	1965
2020	1917	Academy Award for Best Sound	Sam Mendes	1965
2020	1917	Academy Award for Best Visual Effects	Sam Mendes	1965
2020	American Factory	Academy Award for Best Documentary Feature Film	Julia Reichert	1946
2020	American Factory	Academy Award for Best Documentary Feature Film	Steven Bognar	1963
2020	Andrew Buckland	Academy Award for Best Film Editing		
2020	Anne Morgan	Academy Award for Best Makeup and Hairstyling		
2020	Bernie Taupin	Academy Award for Best Original Song		
2020	Bombshell	Academy Award for Best Makeup and Hairstyling	Jay Roach	1957
2020	Bong Joon-ho	Academy Award for Best Director		
2020	Bong Joon-ho	Academy Award for Best Picture		
2020	Bong Joon-ho	Academy Award for Best Writing, Original Screenplay		
2020	Brad Pitt	Academy Award for Best Supporting Actor		
2020	Carol Dysinger	Academy Award for Best Documentary (Short Subject)		
2020	David Lynch	Academy Honorary Award		
2020	Donald Sylvester	Academy Award for Best Sound		
2020	Elena Andreicheva	Academy Award for Best Documentary (Short Subject)		
2020	Elton John	Academy Award for Best Original Song		
2020	Ford v Ferrari	Academy Award for Best Film Editing	James Mangold	1963
2020	Ford v Ferrari	Academy Award for Best Sound	James Mangold	1963
2020	Ford v Ferrari	Academy Award for Best Sound Editing	James Mangold	1963
2020	Guillaume Rocheron	Academy Award for Best Visual Effects		
2020	Hair Love	Academy Award for Best Animated Short Film	Bruce W. Smith	1961
2020	Hair Love	Academy Award for Best Animated Short Film	Matthew A. Cherry	1981
2020	Hair Love	Academy Award for Best Animated Short Film	Everett Downing Jr.	
2020	Han Jin-won	Academy Award for Best Writing, Original Screenplay		
2020	Hildur Guðnadóttir	Academy Award for Best Original Score		
2020	Jeff Reichert	Academy Award for Best Documentary Feature Film		
2020	Joaquin Phoenix	Academy Award for Best Actor		
2020	Jojo Rabbit	Academy Award for Best Writing, Adapted Screenplay	Taika Waititi	1975
2020	Joker	Academy Award for Best Actor	Todd Phillips	1970
2020	Joker	Academy Award for Best Original Score	Todd Phillips	1970
2020	Judy	Academy Award for Best Actress	Rupert Goold	1972
2020	Julia Reichert	Academy Award for Best Documentary Feature Film		
2020	Karen Rupert Toliver	Academy Award for Best Animated Short Film		
2020	Kwak Sin-ae	Academy Award for Best Picture		
2020	Laura Dern	Academy Award for Best Supporting Actress		
2020	Learning to Skateboard in a Warzone (If You're a Girl)	Academy Award for Best Documentary (Short Subject)	John Haptas	1949
2020	Learning to Skateboard in a Warzone (If You're a Girl)	Academy Award for Best Documentary (Short Subject)	Carol Dysinger	2000
2020	Lina Wertmüller	Academy Honorary Award		
2020	Little Women	Academy Award for Best Costume Design	Greta Gerwig	1983
2020	Mark Nielsen	Academy Award for Best Animated Feature		
2020	Marriage Story	Academy Award for Best Supporting Actress	Noah Baumbach	1969
2020	Marshall Curry	Academy Award for Best Live Action Short Film		
2020	Matthew A. Cherry	Academy Award for Best Animated Short Film		
2020	Once Upon a Time in Hollywood	Academy Award for Best Production Design	Quentin Tarantino	1963
2020	Once Upon a Time in Hollywood	Academy Award for Best Supporting Actor	Quentin Tarantino	1963
2020	Parasite	Academy Award for Best Director	Bong Joon-ho	1969
2020	Parasite	Academy Award for Best International Feature Film	Bong Joon-ho	1969
2020	Parasite	Academy Award for Best Picture	Bong Joon-ho	1969
2020	Parasite	Academy Award for Best Writing, Original Screenplay	Bong Joon-ho	1969
2020	Renée Zellweger	Academy Award for Best Actress		
2020	Rocketman	Academy Award for Best Original Song	Dexter Fletcher	1966
2020	Roger Deakins	Academy Award for Best Cinematography		
2020	Steven Bognar	Academy Award for Best Documentary Feature Film		
2020	Taika Waititi	Academy Award for Best Writing, Adapted Screenplay		
2020	The Neighbors' Window	Academy Award for Best Live Action Short Film	Marshall Curry	2000
2020	Toy Story 4	Academy Award for Best Animated Feature	Josh Cooley	1979
2021	Andrew Jackson	Academy Award for Best Visual Effects		
2021	Andrew Lockley	Academy Award for Best Visual Effects		
2021	Ann Roth	Academy Award for Best Costume Design		
2021	Another Round	Academy Award for Best International Feature Film	Thomas Vinterberg	1969
2021	Anthony Hopkins	Academy Award for Best Actor		
2021	Carlos Cortés Navarrete	Academy Award for Best Sound		
2021	Chloé Zhao	Academy Award for Best Director		
2021	Chloé Zhao	Academy Award for Best Picture		
2021	Christopher Hampton	Academy Award for Best Writing, Adapted Screenplay		
2021	Colette	Academy Award for Best Documentary (Short Subject)	Anthony Giacchino	1969
2021	Craig Foster	Academy Award for Best Documentary Feature Film		
2021	D'Mile	Academy Award for Best Original Song		
2021	Dan Janvey	Academy Award for Best Picture		
2021	Dana Murray	Academy Award for Best Animated Feature		
2021	Daniel Kaluuya	Academy Award for Best Supporting Actor		
2021	David Lee	Academy Award for Best Visual Effects		
2021	Donald Graham Burt	Academy Award for Best Production Design		
2021	Emerald Fennell	Academy Award for Best Writing, Original Screenplay		
2021	Erik Messerschmidt	Academy Award for Best Cinematography		
2021	Fight for You	Academy Award for Best Original Song		
2021	Florian Zeller	Academy Award for Best Writing, Adapted Screenplay		
2021	Frances McDormand	Academy Award for Best Actress		
2021	Frances McDormand	Academy Award for Best Picture		
2021	H.E.R.	Academy Award for Best Original Song		
2021	If Anything Happens I Love You	Academy Award for Best Animated Short Film	Will McCormack	1974
2021	If Anything Happens I Love You	Academy Award for Best Animated Short Film	Michael Govier	2000
2021	Jaime Baksht	Academy Award for Best Sound		
2021	James Reed	Academy Award for Best Documentary Feature Film		
2021	Jamika Wilson	Academy Award for Best Makeup and Hairstyling		
2021	Jan Pascale	Academy Award for Best Production Design		
2021	Jon Batiste	Academy Award for Best Original Score		
2021	Judas and the Black Messiah	Academy Award for Best Supporting Actor	Shaka King	1980
2021	Ma Rainey's Black Bottom	Academy Award for Best Costume Design	George C. Wolfe	1954
2021	Ma Rainey's Black Bottom	Academy Award for Best Makeup and Hairstyling	George C. Wolfe	1954
2021	Mank	Academy Award for Best Cinematography	David Fincher	1962
2021	Mank	Academy Award for Best Production Design	David Fincher	1962
2021	Martin Desmond Roe	Academy Award for Best Live Action Short Film		
2021	Michael Govier	Academy Award for Best Animated Short Film		
2021	Michelle Couttolenc	Academy Award for Best Sound		
2021	Mikkel E.G. Nielsen	Academy Award for Best Film Editing		
2021	Minari	Academy Award for Best Supporting Actress	Lee Isaac Chung	1978
2021	Mollye Asher	Academy Award for Best Picture		
2021	Motion Picture & Television Fund	Jean Hersholt Humanitarian Award		
2021	My Octopus Teacher	Academy Award for Best Documentary Feature Film	Pippa Ehrlich	2000
2021	My Octopus Teacher	Academy Award for Best Documentary Feature Film	James Reed	2000
2021	Nicolas Becker	Academy Award for Best Sound		
2021	Nomadland	Academy Award for Best Actress	Chloé Zhao	1982
2021	Nomadland	Academy Award for Best Director	Chloé Zhao	1982
2021	Nomadland	Academy Award for Best Picture	Chloé Zhao	1982
2021	Peter Spears	Academy Award for Best Picture		
2021	Phillip Bladh	Academy Award for Best Sound		
2021	Promising Young Woman	Academy Award for Best Writing, Original Screenplay	Emerald Fennell	1985
2021	Scott R. Fisher	Academy Award for Best Visual Effects		
2021	Soul	Academy Award for Best Animated Feature	Pete Docter	1968
2021	Soul	Academy Award for Best Original Score	Pete Docter	1968
2021	Sound of Metal	Academy Award for Best Film Editing	Darius Marder	1974
2021	Sound of Metal	Academy Award for Best Sound	Darius Marder	1974
2021	Tenet	Academy Award for Best Visual Effects	Christopher Nolan	1970
2021	The Father	Academy Award for Best Actor	Florian Zeller	1979
2021	The Father	Academy Award for Best Writing, Adapted Screenplay	Florian Zeller	1979
2021	Tiara Thomas	Academy Award for Best Original Song		
2021	Travon Free	Academy Award for Best Live Action Short Film		
2021	Two Distant Strangers	Academy Award for Best Live Action Short Film	Travon Free	1985
2021	Two Distant Strangers	Academy Award for Best Live Action Short Film	Martin Desmond Roe	2000
2021	Tyler Perry	Jean Hersholt Humanitarian Award		
2021	Will McCormack	Academy Award for Best Animated Short Film		
2021	Youn Yuh-jung	Academy Award for Best Supporting Actress		
2022	Alberto Mielgo	Academy Award for Best Animated Short Film		
2022	Aneil Karia	Academy Award for Best Live Action Short Film		
2022	Ariana DeBose	Academy Award for Best Supporting Actress		
2022	Belfast	Academy Award for Best Writing, Original Screenplay	Kenneth Branagh	1960
2022	Ben Proudfoot	Academy Award for Best Documentary (Short Subject)		
2022	Billie Eilish	Academy Award for Best Original Song		
2022	Brian Connor	Academy Award for Best Visual Effects		
2022	Byron Howard	Academy Award for Best Animated Feature		
2022	CODA	Academy Award for Best Picture	Siân Héder	1977
2022	CODA	Academy Award for Best Supporting Actor	Siân Héder	1977
2022	CODA	Academy Award for Best Writing, Adapted Screenplay	Siân Héder	1977
2022	Clark Spencer	Academy Award for Best Animated Feature		
2022	Cruella	Academy Award for Best Costume Design	Craig Gillespie	1967
2022	Daniels	Academy Award for Best Director		
2022	Daniels	Academy Award for Best Picture		
2022	Daniels	Academy Award for Best Writing, Original Screenplay		
2022	Danny Glover	Academy Honorary Award		
2022	Danny Glover	Jean Hersholt Humanitarian Award		
2022	David Dinerstein	Academy Award for Best Documentary Feature Film		
2022	Diane Warren	Academy Honorary Award		
2022	Doug Hemphill	Academy Award for Best Sound		
2022	Drive My Car	Academy Award for Best International Feature Film	Ryusuke Hamaguchi	1978
2022	Dune	Academy Award for Best Cinematography	Denis Villeneuve	1967
2022	Dune	Academy Award for Best Film Editing	Denis Villeneuve	1967
2022	Dune	Academy Award for Best Original Score	Denis Villeneuve	1967
2022	Dune	Academy Award for Best Production Design	Denis Villeneuve	1967
2022	Dune	Academy Award for Best Sound	Denis Villeneuve	1967
2022	Dune	Academy Award for Best Visual Effects	Denis Villeneuve	1967
2022	Elaine May	Academy Honorary Award		
2022	Encanto	Academy Award for Best Animated Feature	Byron Howard	1968
2022	Encanto	Academy Award for Best Animated Feature	Jared Bush	1974
2022	Encanto	Academy Award for Best Animated Feature	Charise Castro Smith	1983
2022	Euzhan Palcy	Academy Honorary Award		
2022	Everything Everywhere All at Once	Academy Award for Best Director	Dan Kwan	1988
2022	Everything Everywhere All at Once	Academy Award for Best Director	Daniel Scheinert	1987
